id,createdAt,text,hashtags,urls,user_mentions,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount,char_length,word_length
1967501704405848340,Mon Sep 15 08:12:15 +0000 2025,"Explore InfGen, the new resolution-agnostic paradigm that unlocks rapid 4K image synthesis and transforms existing diffusion models.

Learn more about InfGen on Hugging Face:

https://t.co/KIDQCvblRH",,https://huggingface.co/papers/2509.10441,,0,0,7,0,822,3,199,25
1964601470931644669,Sun Sep 07 08:07:45 +0000 2025,"GenCompositor: A Diffusion Transformer leveraging ERoPE for pixel-perfect video compositing.

Achieves SOTA fidelity &amp; consistency.

Paper: https://t.co/PkqkUMMqmm
Model: https://t.co/7eiRPk7Bdk",,"https://huggingface.co/papers/2509.02460, https://huggingface.co/TencentARC/GenCompositor",,3,0,10,0,871,2,198,19
1969131958174138371,Fri Sep 19 20:10:18 +0000 2025,"It's a game-changer for high-fidelity image generation! Learn how ST-AR improves FID by nearly 50% and pushes the boundaries of visual semantics.

Explore the full paper on Hugging Face: https://t.co/NrE2i58Odr",,https://huggingface.co/papers/2509.15185,,0,0,15,0,1094,5,210,30
1960253548656001409,Tue Aug 26 08:10:40 +0000 2025,"Alibaba Group introduces Visual-CoG on Hugging Face.

It's a novel reinforcement learning framework that tackles complex text-to-image prompts with stage-aware guidance.

Unlocking superior control and accuracy in visual generation. https://t.co/tAjqq0PHZW",,,,1,2,14,0,966,6,256,30
1959166721685602762,Sat Aug 23 08:12:00 +0000 2025,"Tinker unveils generalizable 3D editing, powered by diffusion models. Get stunning, multi-view consistent results from just a few images, no per-scene optimization needed! https://t.co/iGhI7UTbX6",,,,1,0,12,0,951,4,195,24
1959047666978918806,Sat Aug 23 00:18:55 +0000 2025,"Alibaba and Tsinghua University introduce S²-Guidance on Hugging Face!

This training-free method revolutionizes diffusion models, boosting text-to-image and text-to-video generation quality.

Outperforms CFG for stunning, coherent outputs. https://t.co/gqFIV1YUWO",,,,3,1,12,0,937,3,264,28
1960373414633369693,Tue Aug 26 16:06:58 +0000 2025,"Hugging Face unveils T2I-ReasonBench!

A new benchmark that pushes text-to-image models to ""think"" with complex prompts across idiom, design, entity, and scientific reasoning.

How smart are our generative models really? https://t.co/YsLTFeu7d5",,,,3,1,15,0,767,7,244,31
1960313628395024436,Tue Aug 26 12:09:24 +0000 2025,"MV-RAG is here, advancing text-to-3D generation on Hugging Face!

It brilliantly tackles out-of-domain concepts like ""Bolognese dog"" and ""Labubu doll"" by augmenting multiview diffusion with real-world image retrieval. https://t.co/45RVFDkPKC",,,,3,1,14,0,897,2,241,29
1960977463481127262,Thu Aug 28 08:07:15 +0000 2025,"Huawei Cloud and partners introduce Discrete Diffusion VLA.

A unified transformer for robotics, using discrete diffusion to decode actions from vision-language inputs.

It achieves state-of-the-art performance, tackling robot tasks with unprecedented efficiency. https://t.co/T0LCRiMZAN",,,,0,2,8,0,774,1,287,33
1960071708368585120,Mon Aug 25 20:08:06 +0000 2025,"Dive into EgoTwin: a cutting-edge diffusion framework that generates hyper-realistic egocentric videos and human motion, dreaming body and view in first person! https://t.co/zX8fImTosc",,,,3,1,11,0,1569,5,184,23
1962186201730887915,Sun Aug 31 16:10:20 +0000 2025,"New breakthrough!

Researchers from Google DeepMind and Max Planck Institute unveil Prophet, a method to turbocharge Diffusion Language Models.

It leverages ""early answer convergence"" for up to 3.4x faster inference with no accuracy loss! https://t.co/n5JVmZoYAD",,,,7,2,29,0,1463,13,263,35
1961401129725559235,Fri Aug 29 12:10:45 +0000 2025,"ByteDance's UXO Team unveils USO: a unified model for flexible, high-fidelity image generation, seamlessly blending any subject with any style.

Imagine the creative possibilities! https://t.co/q8azH2GUJk",,,,0,2,8,0,826,4,204,25
1959227611902841042,Sat Aug 23 12:13:58 +0000 2025,"Learn how Tinker leverages pre-trained diffusion models for latent 3D awareness to achieve SoTA results.

A key step towards scalable, zero-shot 3D editing.

Discuss with the authors on Hugging Face:
https://t.co/1oGmlkLY84",,https://huggingface.co/papers/2508.14811,,0,0,4,0,782,3,223,31
1960977472800903456,Thu Aug 28 08:07:17 +0000 2025,"Discover how Discrete Diffusion VLA brings a unified, scalable architecture to robot action decoding.

Its adaptive easy-to-hard strategy &amp; robust error correction improve over prior methods.

Read the paper for full details:
https://t.co/v0eJ4M0WkT",,https://huggingface.co/papers/2508.20072,,0,0,2,0,514,1,253,33
1956510772193902824,Sat Aug 16 00:18:12 +0000 2025,"This novel hybrid objective bridges continuous semantic space and discrete token supervision, eliminating diffusion samplers.
Released with full training code &amp; pretrained checkpoints for reproducibility.

Paper: https://t.co/FNlhMpHsqN",,https://huggingface.co/papers/2508.05305,,0,0,1,0,541,2,240,27
1962186211545514122,Sun Aug 31 16:10:23 +0000 2025,"Discover how Prophet enables Diffusion LMs to know the answer before decoding.

Read the paper &amp; access the code:
Paper: https://t.co/0SmNRQV1WN
Code: https://t.co/DuE2yGrPqj",,"https://huggingface.co/papers/2508.19982, https://github.com/pixeli99/Prophet",,0,0,1,0,716,0,178,23
1968107226662412535,Wed Sep 17 00:18:23 +0000 2025,"Dive into the details of how @MIT and @ToyotaResearch cracked this fundamental challenge in image generation!

Explore the paper on Hugging Face:
https://t.co/Lq0JRzx2Uh

Code coming soon to GitHub:
https://t.co/mpRVE42B1q",,"https://huggingface.co/papers/2509.09672, https://github.com/ottogin/locality-in-diffusion-models","MIT, ToyotaResearch",0,0,5,0,620,2,222,29
1972332913187332178,Sun Sep 28 16:09:45 +0000 2025,"NVIDIA's Lyra enables generative 3D/4D scene reconstruction through video diffusion model self-distillation. Creates 3D Gaussian Splatting from single images/videos for real-time rendering.

Paper: https://t.co/NTASnFJQVD
Dataset: https://t.co/bztS1vaUqP",,"https://huggingface.co/papers/2509.19296, https://huggingface.co/datasets/nvidia/PhysicalAI-SpatialIntelligence-Lyra-SDG",,0,0,2,0,793,3,254,26
1974688371340648857,Sun Oct 05 04:09:30 +0000 2025,"Self-Forcing++ for minute-scale video generation

ByteDance's new method generates high-quality videos up to 4 min 15 sec! It scales diffusion models without long-video teachers or retraining, preserving fidelity and consistency. https://t.co/L6HYcHpG0v",,,,0,1,0,0,41,0,253,31
1956266990110167326,Fri Aug 15 08:09:30 +0000 2025,"Explore NextStep-1 by @StepFunAI: a 14B autoregressive model for top-tier image generation &amp; editing.

It processes continuous image tokens for unmatched fidelity!

Paper: https://t.co/Oai53n3LpP
Models &amp; code: https://t.co/fZZmErul1j",,"https://huggingface.co/papers/2508.10711, https://huggingface.co/collections/stepfun-ai/nextstep-1-689d80238a01322b93b8a3dc",stepfunai,4,1,9,0,532,5,242,28
1953005437495726578,Wed Aug 06 08:09:16 +0000 2025,"Skywork AI's UniPic: a 1.5B autoregressive model unifying visual understanding, text-to-image generation, &amp; image editing.

Achieves SOTA performance on RTX 4090 (&lt;15GB VRAM). One architecture, no task-specific adapters! https://t.co/bF0nUYpc5k",,,,9,1,50,1,2183,19,251,29
1952280882393616723,Mon Aug 04 08:10:08 +0000 2025,"ByteDance and Nanjing University present PixNerd: a powerful pixel neural field diffusion model for stunning image generation, skipping VAEs and complex cascades. Leads to high FIDs. https://t.co/UTh3ZWcgT9",,,,15,2,107,1,6895,46,206,27
1956025189222830487,Thu Aug 14 16:08:40 +0000 2025,"Story2Board just landed on Hugging Face!

Generate expressive, multi-panel storyboards from text with consistent characters and dynamic scenes.

This training-free framework enhances diffusion models for coherent visual storytelling, without fine-tuning. https://t.co/5vNMLf9zv9",,,,0,1,9,0,583,7,278,31
1954878009015414922,Mon Aug 11 12:10:11 +0000 2025,"Introducing Voost, a unified Diffusion Transformer for virtual try-on and try-off.

It learns both tasks jointly, enabling scalable training and enhancing garment-body correspondence.

Achieving state-of-the-art results on diverse in-the-wild images. https://t.co/LAY9expoDr",,,,19,8,117,2,13055,77,274,31
1956149891518095574,Fri Aug 15 00:24:12 +0000 2025,"ByteDance researchers just dropped Echo-4o!

It's a new image generation model that harnesses GPT-4o synthetic data to excel in surreal fantasy &amp; multi-reference scenarios.

Unlocking truly imaginative content like never before. https://t.co/qYYDMDFvRN",,,,19,6,129,1,5539,48,256,32
1953850602254926052,Fri Aug 08 16:07:39 +0000 2025,"Meet GE-Base (video diffusion for robotic interactions), GE-Act (latent-to-action mapping), and GE-Sim (action-conditioned neural simulator).

All code, models, and benchmarks will be publicly released on @HuggingFace!

Paper: https://t.co/qsXvitUyuk",,https://huggingface.co/papers/2508.05635,huggingface,1,0,1,0,435,1,250,28
1953066153141481690,Wed Aug 06 12:10:31 +0000 2025,"ByteDance Seed just unveiled Seed Diffusion, a large-scale diffusion language model.

It achieves an incredible 2,146 tokens/s on H20 GPUs, setting a new state of the art for high-speed, high-quality code generation. https://t.co/y5YA3xMmTg",,,,8,1,23,0,1000,9,240,33
1952225445950472272,Mon Aug 04 04:29:51 +0000 2025,"New research tackles a key limitation in Diffusion Large Language Models!

Introducing DAEDAL: a training-free strategy for dynamic, variable-length text generation.

No more fixed output lengths or wasted compute. https://t.co/2wJiMrkxcE",,,,5,1,26,0,1471,13,238,30
1954878018779750805,Mon Aug 11 12:10:14 +0000 2025,"Explore Voost's unified approach to virtual try-on and try-off!

Zero extra networks or labels, pure Diffusion Transformer power.

Try the demo &amp; read the paper on Hugging Face.

Paper: https://t.co/N9PWbZ5Jvh
Demo: https://t.co/fED1bKZmDU",,"https://huggingface.co/papers/2508.04825, https://huggingface.co/spaces/NXN-Labs/Voost",,1,0,9,0,809,5,243,32
1954515775710175406,Sun Aug 10 12:10:48 +0000 2025,"Microsoft Research Asia just released Gaussian Variation Field Diffusion on Hugging Face!

This new framework enables high-fidelity video-to-4D synthesis, creating dynamic 3D content from single video inputs. https://t.co/rhnfeIKkCq",,,,3,2,20,0,1368,15,232,28
1952225455534379301,Mon Aug 04 04:29:53 +0000 2025,"DAEDAL enables Diffusion LLMs to dynamically adapt output length, boosting efficiency and performance without training.

Explore the full paper on Hugging Face:
https://t.co/aPqeVt656H

Code: https://t.co/DOrnAosEeS",,"https://huggingface.co/papers/2508.00819, https://github.com/Li-Jinsong/DAEDAL",,0,0,3,0,646,4,215,25
1953066163002339345,Wed Aug 06 12:10:34 +0000 2025,"Explore Seed Diffusion's groundbreaking speed and performance.

This new discrete-state diffusion model is now available on Hugging Face!

Paper: https://t.co/CGuTFdU2jX
Try the demo: https://t.co/GuGO4927qG",,"https://huggingface.co/papers/2508.02193, https://studio.seed.ai/exp/seed_diffusion/",,0,0,4,0,497,1,207,24
1958140183116710381,Wed Aug 20 12:12:54 +0000 2025,"Dive into MultiRef!

Explore MultiRef-bench, the first comprehensive benchmark for controllable image generation using MULTIPLE visual references.

Datasets with 38K images & 1000 real-world samples now on Hugging Face:
➡️ https://t.co/qizDza0QNi
➡️ https://t.co/DWbVVmCrfj
📄 https://t.co/rytAeUUcPZ",,"https://huggingface.co/datasets/ONE-Lab/MultiRef-dataset, https://huggingface.co/datasets/ONE-Lab/MultiRef-benchmark, https://huggingface.co/papers/2508.06905",,0,0,1,0,492,1,299,35
1971669137274614163,Fri Sep 26 20:12:08 +0000 2025,"ByteDance unveils Seedream 4.0: Next-gen multimodal image generation &amp; editing

It unifies text-to-image synthesis, advanced editing, and multi-image composition, generating stunning 1K-4K images in seconds with state-of-the-art results. https://t.co/Czd2f8ylOz",,,,9,2,33,0,1155,13,265,29
1956149901898998188,Fri Aug 15 00:24:14 +0000 2025,"Echo-4o uses its new Echo-4o-Image synthetic dataset to fill real-world blind spots for imaginative and complex image generation.

New benchmarks: GenEval++ &amp; Imagine-Bench!

Paper: https://t.co/SKS3JeFXEC
Dataset: https://t.co/744f79Aexd",,"https://huggingface.co/papers/2508.09987, https://huggingface.co/datasets/Yejy53/Echo-4o-Image",,0,0,7,0,697,2,242,27
1955483103507669347,Wed Aug 13 04:14:37 +0000 2025,"Matrix-3D combines cutting-edge video diffusion &amp; panoramic 3D reconstruction for limitless virtual exploration.

Get the models and Matrix-Pano dataset directly on the Hub!

Paper: https://t.co/TuKdrvAln9
Models &amp; Data: https://t.co/jrT4xv7dSL",,"https://huggingface.co/papers/2508.08086, https://huggingface.co/Skywork/Matrix-3D",,0,0,1,0,649,3,252,29
1971538719078277598,Fri Sep 26 11:33:54 +0000 2025,"Built on a Diffusion Transformer (DiT), Lynx ensures robust identity fidelity with lightweight ID- and Ref-adapters.

Check out the model &amp; paper:
https://t.co/hJG4nYTLr8
https://t.co/PitwBjAOuy",,"https://huggingface.co/ByteDance/lynx, https://huggingface.co/papers/2509.15496",,0,0,6,0,606,2,198,24
1949864365961740570,Mon Jul 28 16:07:46 +0000 2025,"Google introduces Deep Researcher with Test-Time Diffusion.

A novel framework that redefines AI research report generation as an iterative diffusion process, inspired by human cycles of searching, reasoning, and revision. https://t.co/BFfBtI8E25",,,,45,3,244,4,20189,128,246,31
1951374532733796681,Fri Aug 01 20:08:38 +0000 2025,"villa-X integrates proprioceptive FDM for grounded latent actions &amp; joint diffusion for better policy learning.

It achieves superior performance in both simulation &amp; real-world robot setups.

Paper: https://t.co/EJlkPbuvYm
Models &amp; Code: https://t.co/9JmrAvV4gC",,"https://huggingface.co/papers/2507.23682, https://huggingface.co/microsoft/villa-x",,1,0,3,0,439,0,274,32
1949864375570907289,Mon Jul 28 16:07:48 +0000 2025,"Deep Researcher with Test-Time Diffusion (TTD-DR).

It treats research as a diffusion process: draft → iterative refinement via web search &amp; self-evolution.

Achieves SOTA on complex queries! Code is public.

Paper: https://t.co/NNHUqGK32v",,https://huggingface.co/papers/2507.16075,,1,0,14,0,948,6,243,32
1950411785145655514,Wed Jul 30 04:23:01 +0000 2025,"Tencent Hunyuan X introduces X-Omni

Reinforcement learning revolutionizes discrete autoregressive models, achieving state-of-the-art image generation with a 7B language model.

It delivers high aesthetic quality, robust instruction following, and accurate long text rendering. https://t.co/ejYYsTIzrp",,,,7,1,29,1,1437,17,301,34
1943643826771358022,Fri Jul 11 12:09:34 +0000 2025,"Introducing T-LoRA!

Customize Diffusion Models with just one image, and say goodbye to overfitting.

Achieve unmatched fidelity &amp; diversity. https://t.co/ytuO8zmSA0",,,,27,3,190,2,13155,138,169,20
1948053149144457499,Wed Jul 23 16:10:38 +0000 2025,"RALU is a game-changer for high-res image generation.

It's training-free, preserves fidelity, and is complementary to existing temporal acceleration methods.

Explore the paper &amp; details on Hugging Face:
https://t.co/vRkBSSrTCv",,https://huggingface.co/papers/2507.08422,,0,0,8,1,959,4,232,29
1947206866485825708,Mon Jul 21 08:07:48 +0000 2025,The Devil behind the mask reveals a 100 % jailbreak success rate on diffusion LLMs using only masked prompts—no prompt hiding required. https://t.co/VmaERpakGM,,,,0,1,9,0,834,4,159,23
1946904941806731318,Sun Jul 20 12:08:04 +0000 2025,"MindJourney

A zero-fine-tune test-time scaling framework that couples vision-language models with a controllable video-diffusion world model, letting the VLM “walk around” in imagined 3D space before answering spatial-reasoning questions. https://t.co/tGFdf4rD7G",,,,1,1,9,0,806,5,263,30
1946001506940960887,Fri Jul 18 00:18:08 +0000 2025,MOSPA listens to 3D audio and moves people where the sound is—first dataset &amp; diffusion model for spatial-audio-driven human motion. https://t.co/kZPYq1dFFx,,,,0,1,2,0,516,1,160,21
1946602598041317529,Sat Jul 19 16:06:40 +0000 2025,"Alibaba released Lumos-1 on Hugging Face

An autoregressive video generator that keeps the plain LLM backbone, adds MM-RoPE and AR-DF, and trains on only 48 GPUs to match the best diffusion models. https://t.co/ytg9P6cpOf",,,,1,1,5,0,459,2,221,33
1947451925990965661,Tue Jul 22 00:21:35 +0000 2025,"CSD-VAR uses a new dataset, CSD-100, and outperforms diffusion-based methods in content preservation &amp; stylization fidelity!

Watch their video demo: https://t.co/HF078osTlt

Paper page: https://t.co/Rj6b59vyRm",,"https://cdn-uploads.huggingface.co/production/uploads/637ce55e43fec4c21633f9ad/0i972bwXyZ3xS6RUc9xYw.qt, https://huggingface.co/papers/2507.13984",,1,0,2,0,528,0,214,24
1965869860790944217,Wed Sep 10 20:07:53 +0000 2025,"UMO uses an innovative multi-to-multi matching RL paradigm on diffusion models for robust identity preservation &amp; less confusion.

Code &amp; models are open-sourced by ByteDance!
Paper: https://t.co/K1FcKYUNSb
Model: https://t.co/jZWsPDVkBD
Demo: https://t.co/ZMVDQNzVwE",,"https://huggingface.co/papers/2509.06818, https://huggingface.co/bytedance-research/UMO, https://huggingface.co/spaces/bytedance-research/UMO_UNO",,0,0,3,0,651,0,275,31
1952642824391840064,Tue Aug 05 08:08:22 +0000 2025,"Experience next-gen image generation yourself!

Technical Report: https://t.co/4dVCunb2p6
Live Demo: https://t.co/gaUYensCgb",,"https://huggingface.co/papers/2508.02324, https://huggingface.co/spaces/Qwen/Qwen-Image",,0,0,1,0,500,1,124,11
1974387379059212380,Sat Oct 04 08:13:28 +0000 2025,"Sea AI Lab introduces a new way for LLMs to learn from verbal feedback

Their Feedback-Conditional Policy (FCP) treats feedback as a conditioning signal, inspired by text-to-image generation. This offers a more expressive and direct path for self-improvement, moving beyond scalar rewards.",,,,0,1,5,0,646,1,289,42
1942254282234790286,Mon Jul 07 16:08:00 +0000 2025,"""Lost in Latent Space"" presents an empirical study of latent diffusion models for physics emulation.

They found surprisingly robust accuracy up to 1000x compression, enabling faster and more accurate simulations. https://t.co/yLyAleJBs9",,,,37,3,207,1,20918,111,237,31
1937935464562102340,Wed Jun 25 18:06:34 +0000 2025,"AnimaX breathes life into 3D models  

A new framework that bridges video diffusion models with skeleton animation to create realistic motion from text prompts   

Works with any articulated mesh or skeleton structure https://t.co/nTsf1Mvnoe",,,,0,1,7,0,656,3,241,33
1936638967513809208,Sun Jun 22 04:14:45 +0000 2025,"New from Meta &amp; Virginia Tech: AR-RAG!

A groundbreaking approach to image generation that uses autoregressive patch-level retrieval to create stunning, consistent images.

Say goodbye to over-copying and stylistic bias! https://t.co/XHn0sdoDxp",,,,4,1,30,3,1511,13,248,31
1939903454547255726,Tue Jul 01 04:26:39 +0000 2025,"New research from Kuaishou Technology:
VMoBA is a game-changing sparse attention mechanism
that dramatically accelerates video diffusion model training &amp; inference. https://t.co/pFrJHXxopw",,,,0,1,4,0,624,5,192,22
1939176079467413619,Sun Jun 29 04:16:20 +0000 2025,"ViDAR: Video Diffusion-Aware 4D Reconstruction From Monocular Inputs

A novel framework for Monocular Novel View Synthesis utilising a diffusion-aware reconstruction framework. https://t.co/gZocfZVCDE",,,,1,1,4,0,691,3,200,22
1940565996122919194,Thu Jul 03 00:19:22 +0000 2025,"Apple just released DiffuCoder on Hugging Face.

It's a 7B masked diffusion model for code generation, exploring how dLLMs decode and introducing coupled-GRPO for efficient RL training. https://t.co/57CiGDWsp4",,,,0,1,5,0,631,2,209,28
1940928299468833240,Fri Jul 04 00:19:01 +0000 2025,"NVIDIA &amp; MIT-Han-Lab introduce LPD on Hugging Face!

Locality-aware Parallel Decoding accelerates autoregressive image generation by over 3.4x, keeping top quality. https://t.co/f1qJdn4tw9",,,,3,2,19,1,1118,13,192,22
1941166748184506812,Fri Jul 04 16:06:32 +0000 2025,Heeding the Inner Voice: Sber AI's InnerControl refines text-to-image spatial control by aligning diffusion models across all steps. https://t.co/14viFd6nhy,,,,0,1,5,0,453,0,156,19
1938126346468655533,Thu Jun 26 06:45:04 +0000 2025,"Democratizing image generation: ShareGPT-4o-Image, a 91K dataset of GPT-4o synthesized images, aligns multimodal models with GPT-4o's capabilities in just 6 hours on an A800! https://t.co/WrK2jfHKCA",,,,1,2,10,0,774,3,198,25
1939597052582752260,Mon Jun 30 08:09:07 +0000 2025,"BlenderFusion:  Google DeepMind's new framework for 3D-grounded visual editing &amp; generative compositing. Precisely edit visuals using Blender, then use a diffusion model for photorealistic results.

https://t.co/hVtiREYvWL",,https://huggingface.co/papers/2506.17450,,1,0,13,1,1018,8,226,26
1940864982536630376,Thu Jul 03 20:07:26 +0000 2025,"Image morphing just got a major upgrade!

Introducing FreeMorph: a tuning-free diffusion model that seamlessly blends any two images.

It's 10x-50x faster than previous methods, setting a new SOTA.

https://t.co/ccyIXraobB",,https://huggingface.co/papers/2507.01953,,2,0,7,0,1436,4,222,30
1936335020408357363,Sat Jun 21 08:06:58 +0000 2025,"Checkout out ""The Diffusion Duality"" on HF papers! https://t.co/rI1dHK2uDy 

Also see the author's collection:
https://t.co/wu2QkEdYAc",,"https://huggingface.co/papers/2506.10892, https://huggingface.co/collections/s-sahoo/duo-67f9ff8fde919224e5fbd875",,2,1,5,0,944,4,134,15
1942254292359909798,Mon Jul 07 16:08:03 +0000 2025,"These diffusion-based emulators outperform non-generative counterparts and provide greater diversity in predictions.

Read the full paper on Hugging Face: https://t.co/wpe6EX95qr

Share your models and datasets on the Hub to empower the community!",,https://huggingface.co/papers/2507.02608,,0,0,11,0,1011,6,247,32
1941712945605673070,Sun Jul 06 04:16:56 +0000 2025,"EBTs generalize System 2 thinking: verifying predictions via energy minimization. They scale faster, generalize better &amp; even outperform Diffusion Transformers with fewer passes.

Read the paper: https://t.co/rpxOF4XP0B
Code &amp; more: https://t.co/d2Mol6gV6m",,"https://huggingface.co/papers/2507.02092, https://github.com/alexiglad/ebt",,1,0,2,0,572,3,264,31
1941166757877612762,Fri Jul 04 16:06:34 +0000 2025,"InnerControl enforces spatial consistency throughout the entire diffusion process, outperforming prior methods like ControlNet and ControlNet++.

Datasets on the Hub ensure full reproducibility.

Dive deeper: https://t.co/xtYNKcmaae",,https://huggingface.co/papers/2507.02321,,1,0,0,0,388,0,232,26
1974508095603900651,Sat Oct 04 16:13:09 +0000 2025,"Want to create stunning videos with speed?
SANA-Video is your answer. It's a unified framework for text-to-video, image-to-video, &amp; text-to-image. Fully open-source!

Read the paper: https://t.co/P7RngyD65K
Explore the project: https://t.co/vbhyBNuZk8",,"https://huggingface.co/papers/2509.24695, https://nvlabs.github.io/Sana/Video",,0,0,1,0,472,0,255,30
