id,createdAt,text,hashtags,urls,user_mentions,retweetCount,replyCount,likeCount,quoteCount,viewCount,bookmarkCount
1967139254326489558,Sun Sep 14 08:12:00 +0000 2025,"Tencent AI Lab introduces Curiosity-Driven Exploration for LLMs

Tackle poor exploration in LLM reinforcement learning with CDE. It uses intrinsic curiosity signals from actor perplexity and critic value variance as an exploration bonus, improving reasoning on AIME benchmarks by ~3 points.",,,,7,1,47,1,3370,15
1973602483969871980,Thu Oct 02 04:14:34 +0000 2025,"Axon-RL introduces GEM: A Gym for Agentic LLMs

This open-source environment simulator facilitates experience-based learning for LLMs. It offers diverse environments, robust tools, and async execution, analogous to OpenAI Gym for traditional RL. https://t.co/xYeBSDkvoj",,,,4,2,10,0,959,6
1966957331071242427,Sat Sep 13 20:09:06 +0000 2025,"New paper unveils how AI's understanding &amp; generation can truly *boost* each other!

Meet UAE, a novel framework that uses an Auto-Encoder lens (I2T encoder, T2I decoder) and RL to enable mutual gains. See how richer captions lead to striking image fidelity! https://t.co/Lsj0OMLWUQ",,,,6,4,31,0,1528,9
1972914770618536112,Tue Sep 30 06:41:50 +0000 2025,"This 32B model scales up multi-turn off-policy RL &amp; multi-agent tree search for LLM step-provers.
Achieves 95.08% on MiniF2F and 41.4% on ProofNet.

Get the model: https://t.co/GF82Q7ZuGJ
Paper: https://t.co/2I86Hx5bnj",,"https://huggingface.co/ByteDance-Seed/BFS-Prover-V2-32B, https://huggingface.co/papers/2509.06493",,0,0,2,0,580,1
1970702396440424685,Wed Sep 24 04:10:39 +0000 2025,"RLPT introduces a novel paradigm: scaling Reinforcement Learning on raw pre-training data, removing the need for human-annotated rewards! This boosts LLM reasoning capabilities.

Dive into the paper for details: https://t.co/6llSu7Zflt",,https://huggingface.co/papers/2509.19249,,1,0,6,0,704,1
1966051842997035284,Thu Sep 11 08:11:01 +0000 2025,"TsinghuaC3I presents a comprehensive survey on Reinforcement Learning for Large Reasoning Models. It explores how RL transforms LLMs into LRMs, covering foundational components, challenges, resources, and future directions for scaling towards ASI. https://t.co/V4wTlRapWc",,,,5,1,17,0,1198,4
1965570294694760597,Wed Sep 10 00:17:31 +0000 2025,"Huawei Technologies just dropped the first comprehensive survey on Reinforcement Learning foundations for deep research systems.

Explore data synthesis, RL methods, and training frameworks shaping agentic AI.

A must-read for anyone building the future of AI. https://t.co/uInOQ13XRW",,,,3,1,19,1,1209,8
1974145784326091262,Fri Oct 03 16:13:27 +0000 2025,"ExGRPO: Learning to Reason from Experience

A new framework for RL with verifiable rewards (RLVR) that reuses high-value experiences to boost efficiency &amp; stability. It improves reasoning performance by +3.5 to +7.6 points over on-policy methods! https://t.co/Izdh83NFJf",,,,3,1,9,0,718,11
1969796242415747569,Sun Sep 21 16:09:55 +0000 2025,"Meta unveils IGPO for Diffusion LLMs

A new RL framework leveraging inpainting to guide exploration &amp; boost efficiency. Achieves new SoTA on math benchmarks like GSM8K, Math500, and AMC with reliable performance. https://t.co/b23XZmtU15",,,,5,1,9,0,832,3
1967077631003693510,Sun Sep 14 04:07:08 +0000 2025,"Discover Hierarchy-Aware Credit Assignment (HICRA) for efficient RL that focuses on strategic planning tokens.

Paper: https://t.co/joD4h0GOIb
Models: https://t.co/YYxaZ6a8oh",,"https://huggingface.co/papers/2509.03646, https://huggingface.co/collections/TIGER-Lab/hierarchical-reasoner-68c183451eadc248ee43ff59",,0,0,7,0,751,2
1966657566328689092,Sat Sep 13 00:17:57 +0000 2025,"Gensyn's new paper, SAPO, introduces decentralized RL post-training for LMs.

Imagine models learning 94% faster by sharing ""Aha moments"" across any hardware, from GPUs to laptops! https://t.co/ZMVuqHHGgm",,,,6,1,10,1,1323,5
1966171657699209558,Thu Sep 11 16:07:07 +0000 2025,"ByteDance's AgentGym-RL is a new framework for training LLM agents in long-horizon, multi-turn decision-making through Reinforcement Learning.

It outperforms commercial models on 27 tasks across diverse real-world environments. https://t.co/gUfPomXyac",,,,6,2,20,0,1115,9
1971548702985662796,Fri Sep 26 12:13:35 +0000 2025,"Discover VCRL, a curriculum RL method that helps LLMs learn complex math reasoning tasks more effectively.

Learn more and discuss this paper on Hugging Face: https://t.co/pyJwvpr72u",,https://huggingface.co/papers/2509.19803,,0,0,3,0,522,1
1965447418440262056,Tue Sep 09 16:09:15 +0000 2025,"Princeton University &amp; Gen-Verse unveil TraceRL: a new RL framework for Diffusion LLMs, achieving state-of-the-art reasoning with unprecedented data efficiency! https://t.co/KLq1goCMZT",,,,15,1,95,0,11472,46
1967242580422451469,Sun Sep 14 15:02:35 +0000 2025,"@huggingface Parallel-R1: Towards Parallel Thinking via Reinforcement Learning

https://t.co/zv6sXObNQo",,https://x.com/HuggingPapers/status/1965627833247477790,huggingface,1,0,6,0,928,2
1974268330455470092,Sat Oct 04 00:20:24 +0000 2025,"Variational Reasoning for LLMs

This new framework optimizes thinking traces as latent variables via variational inference, unifying RL methods with a principled probabilistic view. Discover how it reveals a hidden bias towards easier questions &amp; improves reasoning on Qwen 2.5/3. https://t.co/vXAoAmytT8",,,,0,1,5,0,628,4
1965326523121926595,Tue Sep 09 08:08:51 +0000 2025,"REER shifts from ""forward"" (RL/distillation) to ""backward"" reasoning, discovering hidden steps from good solutions.

Meet DeepWriter-8B &amp; explore DeepWriting-20K, a dataset of 20K deep reasoning trajectories.

Paper: https://t.co/g7ZuhLQ5Ob
Dataset: https://t.co/jtWGX7jxO6",,"https://huggingface.co/papers/2509.06160, https://huggingface.co/collections/m-a-p/reer-deepwriter-68bf173554bb576cfac8e1f0",,1,0,8,0,743,7
1965570304450707735,Wed Sep 10 00:17:33 +0000 2025,"This survey systematizes RL methods for agentic AI, covering data, training, evaluation, and practical guidance.

Read the full paper on the Hugging Face Hub:
https://t.co/cLounR0bcw

Explore the code &amp; resources:
https://t.co/jiTPef5MKJ",,"https://huggingface.co/papers/2509.06733, https://github.com/wenjunli-0/deepresearch-survey",,0,0,5,0,592,2
1967241737740632069,Sun Sep 14 14:59:14 +0000 2025,"@huggingface SimpleVLA-RL: Scaling VLA Training via Reinforcement Learning

https://t.co/7HWaATFZR1",,https://x.com/HuggingPapers/status/1966352984461173096,huggingface,0,1,3,0,488,2
1966051852807532961,Thu Sep 11 08:11:03 +0000 2025,"This essential survey examines RL for LLMs/LRMs, addressing scaling challenges in algorithm design, data, and infrastructure. Dive into foundational components, training resources & applications to accelerate progress towards Artificial SuperIntelligence!

Read the full survey here:
https://t.co/vNxFD26ZeH",,https://huggingface.co/papers/2509.08827,,0,0,3,0,726,1
1973095422290960423,Tue Sep 30 18:39:41 +0000 2025,"Qwen just released Qwen3-4B-SafeRL on Hugging Face

A safety-aligned model that uses reinforcement learning to be robust against harmful prompts without sacrificing helpfulness. https://t.co/K60A6O4uo6",,,,23,9,145,3,14205,52
1973842670910124340,Thu Oct 02 20:08:59 +0000 2025,"Automate environment setup with PIPer!

This on-device model matches GPT-4o performance at 25x less cost.

Paper: https://t.co/77lqjeyDPt
Model: https://t.co/4kRgms0C5p
Data: https://t.co/2uVfO3w3JI",,"https://huggingface.co/papers/2509.25455, https://huggingface.co/JetBrains-Research/PIPer-8B, https://huggingface.co/datasets/JetBrains-Research/PIPer-envbench-zeroshot-rl",,0,0,3,0,636,2
1966352994212986883,Fri Sep 12 04:07:41 +0000 2025,"Discover SimpleVLA-RL's breakthroughs: from reducing data dependence to outperforming SFT on real-world robots &amp; even finding new ""pushcut"" actions!

Paper: https://t.co/F11HCERqlu
Models: https://t.co/anZlpdcuXi",,"https://huggingface.co/papers/2509.09674, https://huggingface.co/collections/Haozhan72/simplevla-rl-6833311430cd9df52aeb1f86",,0,0,4,0,885,0
1973602493532942812,Thu Oct 02 04:14:36 +0000 2025,"GEM is packed with diverse environments & robust integrated tools for LLM agent training & evaluation. It supports async execution, features baselines, & benchmarks top LLMs like GPT-5 & Gemini!

Accelerate your RL research:
🔗 Paper: https://t.co/eTeOUAlqw8
📚 Hugging Face Hub: https://t.co/uZOuEb6k3H",,"https://huggingface.co/papers/2510.01051, https://huggingface.co/axon-rl",,1,0,2,0,629,0
1966657575912690097,Sat Sep 13 00:17:59 +0000 2025,"SAPO enables fully asynchronous, decentralized RL post-training.

Share rollouts across diverse hardware without sync overhead, driving collective intelligence &amp; boosting performance up to 94%!

Paper: https://t.co/mwGd3gkie5
Model: https://t.co/86fluoNj3Y",,"https://huggingface.co/papers/2509.08721, https://huggingface.co/Gensyn/Qwen2.5-0.5B-Instruct",,0,0,2,0,616,4
1963303440462835766,Wed Sep 03 18:09:51 +0000 2025,"ByteDance just unveiled UI-TARS-2!

This new native GUI agent model advances autonomous control with multi-turn reinforcement learning. It significantly outperforms Claude and OpenAI agents, reaching 60% human-level performance in games &amp; excelling in real-world scenarios. https://t.co/T5AGS17NAU",,,,3,2,30,0,1133,10
1963153160358531583,Wed Sep 03 08:12:41 +0000 2025,"ByteDance researchers published a must-read survey on Agentic Reinforcement Learning, redefining LLMs as autonomous decision-making agents in complex, dynamic worlds. https://t.co/Dp7qV5f1Qs",,,,5,2,26,0,1630,12
1965266337128915188,Tue Sep 09 04:09:42 +0000 2025,"ReVPT introduces a breakthrough in visual reasoning: training multimodal LLMs with reinforcement learning to master external visual tools.

It achieves state-of-the-art perception with incredible data efficiency. https://t.co/HsRhwLNS2E",,,,1,1,14,0,878,8
1963816443616604450,Fri Sep 05 04:08:20 +0000 2025,"WeChat AI & Tsinghua University introduce a Unified Policy Gradient Estimator!

It unifies RL and SFT as instances of a single optimization process for LLM post-training.

This work introduces Hybrid Post-Training (HPT) that dynamically selects training signals for effective, stable reasoning.",,,,2,2,23,0,1095,13
1964722122921767164,Sun Sep 07 16:07:11 +0000 2025,"https://t.co/JACjEL9L9P just unveiled DCPO: Dynamic Clipping Policy Optimization

This breakthrough in Reinforcement Learning for LLMs tackles zero gradients with dynamic clipping, achieving state-of-the-art reasoning performance faster and more reliably. https://t.co/GOfUU8hC2C",,http://Baichuan.inc,,4,2,26,0,1341,11
1964483867609547078,Sun Sep 07 00:20:27 +0000 2025,"DARLING (Diversity-Aware Reinforcement Learning) tackles the common problem of reduced diversity in post-trained LMs.

This approach even boosts response quality by encouraging better exploration in online RL!

Explore the paper: https://t.co/Hg28wHtRZa
Code: https://t.co/6ov1Nw2lKD",,"https://huggingface.co/papers/2509.02534, https://github.com/facebookresearch/darling",,0,1,4,0,621,2
1963214809249558876,Wed Sep 03 12:17:39 +0000 2025,"TikTok &amp; Nanyang Tech introduce SimpleTIR, a breakthrough RL framework that stabilizes multi-turn tool-integrated reasoning, achieving SOTA on challenging math benchmarks. https://t.co/2cm7lCfxh7",,,,4,1,15,0,833,1
1963153169724461069,Wed Sep 03 08:12:43 +0000 2025,"New survey maps Agentic RL: turning LLMs into autonomous agents. Covers core capabilities (planning, tool use, memory, reasoning) &amp; diverse tasks across 500+ works. Essential open-source resources.

Paper: https://t.co/brBOIN9rO9
Resources: https://t.co/8FUbpUTHLS",,"https://huggingface.co/papers/2509.02547, https://github.com/xhyumiracle/Awesome-AgenticLLM-RL-Papers",,0,0,5,0,626,3
1963396087202365843,Thu Sep 04 00:17:59 +0000 2025,"Unleash agentic AI with VerlTool! A new unified framework for Reinforcement Learning with Tool Use, tackling complex multi-modal &amp; multi-turn tasks. https://t.co/kHVAmjkAvj",,,,5,2,14,0,972,8
1965932976492990859,Thu Sep 11 00:18:41 +0000 2025,"Meta &amp; UC Berkeley unveil Language Self-Play (LSP): a new reinforcement learning approach where LLMs improve without *any* additional data.

It leverages self-play in a competitive game framework.

https://t.co/9OQn3gjd66",,https://huggingface.co/papers/2509.07414,,4,0,15,1,1233,5
1964300251839230059,Sat Sep 06 12:10:49 +0000 2025,"Kwai Keye Team at Kuaishou unveils Keye-VL 1.5: a powerful multimodal LLM excelling in video understanding with a novel Slow-Fast encoding strategy, 128K context window, and advanced RL training. https://t.co/uzHgeCHIFY",,,,3,1,25,0,1238,10
1967139264019513769,Sun Sep 14 08:12:02 +0000 2025,"CDE enhances exploration in LLM reinforcement learning, preventing issues like premature convergence. By using actor &amp; critic-based curiosity bonuses, it boosts performance by ~3 points on AIME benchmarks.

Explore the full paper: https://t.co/ICN2vKAMpj",,https://huggingface.co/papers/2509.09675,,0,0,6,0,856,2
1970883873740300719,Wed Sep 24 16:11:47 +0000 2025,"Experience next-gen MLLM capabilities:
Dive into the paper for details on its 3D-Resampler, unified learning, and hybrid RL strategy.

Model: https://t.co/mCbsP9lc0h
Paper: https://t.co/K2a8m9eiXh",,"https://huggingface.co/openbmb/MiniCPM-V-4_5, https://huggingface.co/papers/2509.18154",,0,0,3,0,543,0
1965025032570040709,Mon Sep 08 12:10:50 +0000 2025,"Learn how RL boosts SVG generation &amp; semantics, achieving SoTA without ground truth SGPs.

Explore the paper, models &amp; benchmark:
https://t.co/loagWCVHV2
Model: https://t.co/JFkBKAZQCB
Benchmark: https://t.co/1FsyN9IKCy",,"https://huggingface.co/papers/2509.05208, https://huggingface.co/datasets/SphereLab/sgp-gen-model, https://huggingface.co/collections/SphereLab/sgp-generation-68b7d8a3b70ff81184c9923d",,0,0,9,0,714,0
1963303442245431396,Wed Sep 03 18:09:51 +0000 2025,"UI-TARS-2 achieved 88.2% on Online-Mind2Web &amp; 59.8% human-level score on a 15-game suite.

It uses a data flywheel, stabilized multi-turn RL &amp; hybrid GUI env.  

Explore the paper for full details: https://t.co/geBSMSpNOm",,https://huggingface.co/papers/2509.02544,,0,0,4,0,544,1
1970943883099173147,Wed Sep 24 20:10:14 +0000 2025,"ByteDance introduces MAPO, a new RL strategy

It improves reasoning for foundation models by dynamically reweighting advantage functions, tackling ""advantage reversion"" and ""advantage mirror"" problems for more stable and accurate results. https://t.co/4vqDcritgB",,,,10,5,67,1,3763,38
1965627833247477790,Wed Sep 10 04:06:09 +0000 2025,"Tencent AI Lab introduces Parallel-R1.

This is the first reinforcement learning framework to enable parallel thinking in LLMs for complex real-world reasoning tasks.

It shows significant accuracy improvements.

https://t.co/rq2DJjnt7Y",,https://huggingface.co/papers/2509.07980,,3,0,28,1,2574,9
1973782806175088674,Thu Oct 02 16:11:06 +0000 2025,"ByteDance introduces Knapsack RL for LLMs

Boosts LLM exploration in reinforcement learning by intelligently allocating computational budgets where they matter most. This novel approach treats exploration as a knapsack problem, dramatically increasing non-zero gradients and achieving state-of-the-art results with 2x less compute.",,,,3,1,22,0,1267,14
1966171667388051628,Thu Sep 11 16:07:09 +0000 2025,"AgentGym-RL trains agents from scratch for multi-turn tasks, matching/surpassing models like GPT-4o!

Discover ScalingInter-RL for stable training across WebArena, Deep Search &amp; more.

Paper: https://t.co/j7VsYpNskA
Data: https://t.co/nXX6sK4jYg",,"https://huggingface.co/papers/2509.08755, https://huggingface.co/datasets/AgentGym/AgentGym-RL-Data-ID",,0,0,4,0,606,1
1971607411690524843,Fri Sep 26 16:06:52 +0000 2025,"Tree-GRPO tackles sparse supervision in long-term tasks by enabling step-wise process signals from outcome rewards. On 11 QA datasets, it outperforms chain-based RL with 4x less data!

Paper: https://t.co/2XjGZmcJ6H
Code: https://t.co/pbhuykFNrt",,"https://huggingface.co/papers/2509.21240, https://github.com/AMAP-ML/Tree-GRPO",,1,0,2,0,505,1
1958017815497056517,Wed Aug 20 04:06:40 +0000 2025,"OPPO PersonalAI Lab unveils Chain-of-Agents on Hugging Face!

This new paradigm enables end-to-end multi-agent problem-solving within a single LLM, simulating diverse agent collaboration and tool use.

It's trained via multi-agent distillation and agentic reinforcement learning. https://t.co/GRp67YgiHH",,,,2,1,8,0,862,4
1960253548656001409,Tue Aug 26 08:10:40 +0000 2025,"Alibaba Group introduces Visual-CoG on Hugging Face.

It's a novel reinforcement learning framework that tackles complex text-to-image prompts with stage-aware guidance.

Unlocking superior control and accuracy in visual generation. https://t.co/tAjqq0PHZW",,,,1,2,14,0,966,6
1963091279090209254,Wed Sep 03 04:06:48 +0000 2025,"Introducing PACS, a novel framework that turns unstable RL with Verifiable Rewards (RLVR) into a stable supervised learning task for LLMs, achieving state-of-the-art performance on advanced reasoning. https://t.co/T8CJeTWX0G",,,,5,1,13,0,1158,7
1962729023731098045,Tue Sep 02 04:07:19 +0000 2025,"Alibaba Cloud Computing just released PVPO on Hugging Face.

An efficient and reliable reinforcement learning method for advanced reasoning tasks, achieving state-of-the-art performance. https://t.co/iWnMSF1ewJ",,,,17,5,95,1,4117,32
1962672207533953409,Tue Sep 02 00:21:33 +0000 2025,"Think in Games reformulates RL as a language modeling task, allowing LLMs to generate policies refined by environmental feedback.

Achieves competitive performance with dramatically less data.

Dive into the paper: https://t.co/yeq3epEg1N",,https://huggingface.co/papers/2508.21365,,0,1,3,0,752,2
1960433765542486072,Tue Aug 26 20:06:47 +0000 2025,"New research introduces RuscaRL, a novel reinforcement learning framework designed to break the exploration bottleneck that limits LLMs in general reasoning tasks.

It uses rubric-scaffolded exploration & verifiable rewards to expand reasoning capabilities.

https://t.co/mK20Qsp5br",,https://huggingface.co/papers/2508.16949,,1,1,11,0,903,7
1961460681552601108,Fri Aug 29 16:07:23 +0000 2025,"Dive into AWorld, an open-source system enabling scalable reinforcement learning for agentic AI.

Check out the paper: https://t.co/QwJuyiM2Gh

Explore the Qwen3-32B-based agent: https://t.co/D4zXE1GafW",,"https://huggingface.co/papers/2508.20404, https://huggingface.co/inclusionAI/Qwen3-32B-AWorld",,0,0,3,0,479,1
1961340097040883794,Fri Aug 29 08:08:13 +0000 2025,"This breakthrough is thanks to efficient agentic RL, GRPO-RoC, and a multi-stage training recipe.

rStar2-Agent-14B reaches state-of-the-art in just 510 RL steps!

Read the report: https://t.co/yvgIFVBr0Z
Model: https://t.co/SY8azTKs9B",,"https://huggingface.co/papers/2508.20722, https://huggingface.co/rstar2-reproduce/rStar2-Agent-14B",,3,0,13,1,1477,15
1957414884246966706,Mon Aug 18 12:10:50 +0000 2025,"TsinghuaC3I and ByteDance unveil SSRL on Hugging Face.

A groundbreaking new Reinforcement Learning method that uses LLMs as internal search engines, reducing reliance on costly external tools and enabling robust sim-to-real transfer. https://t.co/Mff57JHZWx",,,,4,2,28,1,1507,7
1960735902570791229,Wed Aug 27 16:07:22 +0000 2025,"ByteDance researchers just released TreePO.

It's a novel reinforcement learning framework for LLMs that uses a tree-based search to generate reasoning paths, significantly boosting efficiency and performance. https://t.co/AnTdEtlyMN",,,,5,2,27,0,3938,13
1965869860790944217,Wed Sep 10 20:07:53 +0000 2025,"UMO uses an innovative multi-to-multi matching RL paradigm on diffusion models for robust identity preservation &amp; less confusion.

Code &amp; models are open-sourced by ByteDance!
Paper: https://t.co/K1FcKYUNSb
Model: https://t.co/jZWsPDVkBD
Demo: https://t.co/ZMVDQNzVwE",,"https://huggingface.co/papers/2509.06818, https://huggingface.co/bytedance-research/UMO, https://huggingface.co/spaces/bytedance-research/UMO_UNO",,0,0,3,0,651,0
1956935608128942317,Sun Aug 17 04:26:21 +0000 2025,"Dive deep into algorithmic design, reward engineering, and benchmark progress.

Identify open challenges like sample efficiency, generalization, &amp; safe deployment.

Read the survey: https://t.co/HmHYCmElfW
GitHub: https://t.co/Difna2IYY4",,"https://huggingface.co/papers/2508.08189, https://github.com/weijiawu/Awesome-Visual-Reinforcement-Learning",,1,0,4,0,783,8
1959890508022518269,Mon Aug 25 08:08:04 +0000 2025,"AgentFly redefines how LLM agents learn: memory-based online reinforcement learning allows for low-cost, real-time adaptation.

Achieves SoTA on GAIA (87.88% Pass@3) &amp; DeepResearcher benchmarks.

Code: https://t.co/fYd8dkvKz1

Paper: https://t.co/JP8E3qB7HQ",,"https://github.com/Agent-on-the-Fly/AgentFly, https://huggingface.co/papers/2508.16153",,2,0,7,0,937,11
1963214818854482042,Wed Sep 03 12:17:42 +0000 2025,"SimpleTIR tackles multi-turn RL instability by filtering 'void turns' &amp; preventing catastrophic gradient explosions.

It boosts AIME24 scores from 22.1 to 50.5 with Qwen2.5-7B models!

Learn more:
📄 https://t.co/hofKg7ErOb
✨ Models: https://t.co/evdWeIbSJx",,"https://huggingface.co/papers/2509.02479, https://huggingface.co/collections/ZhenghaiXue/simpletir-686ce09ae6e1db33b375f03d",,1,0,6,0,521,0
1960192778211893747,Tue Aug 26 04:09:11 +0000 2025,"Explore InternVL3.5: +16% reasoning perf. with Cascade RL &amp; 4.05x faster inference via ViR + DvD.

All models &amp; code are open source!

Paper: https://t.co/K5tKLAmD91
Demo: https://t.co/gyB8Ien2Qm",,"https://huggingface.co/papers/2508.18265, https://huggingface.co/spaces/OpenGVLab/InternVL",,1,0,7,0,1617,7
1957368722554749152,Mon Aug 18 09:07:24 +0000 2025,"Thyme achieves SoTA performance with unprecedented data efficiency.

Trained with a novel 2-stage SFT+RL strategy using GRPO-ATS.

Explore the paper, models &amp; data on the Hub:
📄 https://t.co/w1JMLFMzd4
🤖 https://t.co/riW5KkbZMG
📊 https://t.co/MZgslqYHp9",,"https://huggingface.co/papers/2508.1163, https://huggingface.co/Kwai-Keye/Thyme-RL, https://huggingface.co/datasets/Kwai-Keye/Thyme-RL",,0,0,1,0,549,0
1962729033231151597,Tue Sep 02 04:07:21 +0000 2025,"PVPO enhances RL with an advantage reference anchor &amp; data pre-sampling.

This reduces computational cost while maintaining high accuracy, outperforming baselines like GRPO.

Paper: https://t.co/kHsY7vGzDG",,https://huggingface.co/papers/2508.21104,,1,0,5,0,775,2
1971607402068787323,Fri Sep 26 16:06:50 +0000 2025,"How to make LLM agents smarter with less data?

Tree-GRPO from Alibaba Group's AMAP-ML introduces a novel tree-search RL framework, drastically cutting rollout budgets and boosting performance in complex multi-turn tasks. https://t.co/jg0A8WitZe",,,,4,1,8,0,710,7
1972575804501672446,Mon Sep 29 08:14:55 +0000 2025,"New: Quantile Advantage Estimation for Entropy-Safe Reasoning

This minimal one-line change to RL training stabilizes LLM reasoning by preventing entropy collapse &amp; explosion, achieving sustained state-of-the-art performance with sparse credit assignment. https://t.co/Kdqn9RHLwW",,,,4,3,16,0,1132,9
1961279525544681897,Fri Aug 29 04:07:32 +0000 2025,"Explore Pref-GRPO for stable T2I RL &amp; UniGenBench, a comprehensive T2I benchmark, on Hugging Face!

Paper: https://t.co/c28ghJcn7u
Model: https://t.co/3MrTGNAdzm
Leaderboard: https://t.co/5vHIMAZrQB",,"https://huggingface.co/papers/2508.20751, https://huggingface.co/CodeGoat24/FLUX.1-dev-PrefGRPO, https://huggingface.co/spaces/CodeGoat24/UniGenBench_Leaderboard",,3,0,3,0,780,0
